Campaign name,Ad Set Name,Age,Gender,Video,Reach,Impressions,Frequency,Result type,Results,Cost per result,Amount spent (USD),"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),"Cost per 1,000 people reached",3-second video plays,ThruPlays,Unique link clicks,Included custom audiences,Reporting starts,Reporting ends
Giving Guide 2021 – PPCo Creatives,Philanthropy + Lookalikes (18-39),18-24,female,gg_factual_short.mp4,129,134,1.03875969,,,,1.49,11.11940299,,,,0,0,11.5503876,30,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Philanthropy + Lookalikes (18-39),18-24,male,gg_factual_short.mp4,107,115,1.074766355,,,,1.23,10.69565217,,,,0,0,11.4953271,20,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),18-24,female,ggwc_emotional_set_2 (1).mp4,1428,1725,1.207983193,On-Facebook Leads,1,16.29,16.29,9.44347826,4,4.0725,0.231884058,9,0.52173913,11.40756303,140,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Animal Welfare (18-39),18-24,female,ggwc_emotional_set_1 (1).mp4,1030,1236,1.2,On-Facebook Leads,2,8.97,17.94,14.51225285,4,4.48428613,0.323624595,12,0.97087379,17.41470342,191,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),18-24,male,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,1,1,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),18-24,male,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,1,1,1,,,,0.02,20,,,,0,0,20,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),18-24,female,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,2,2,1,,,,0.02,10.02622899,,,,0,0,10.02622899,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Animal Welfare (18-39),18-24,female,gg_factual_short.mp4,762,850,1.115485564,On-Facebook Leads,1,6.98,6.98,8.21045766,3,2.32629634,0.352941176,7,0.82352941,9.15864699,190,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Philanthropy + Lookalikes (18-39),18-24,unknown,ggwc_emotional_set_1 (1).mp4,2,2,1,,,,0.08,40,,,,0,0,40,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Philanthropy + Lookalikes (18-39),18-24,unknown,ggwc_emotional_set_2 (1).mp4,3,3,1,,,,0.03,10,,,,0,0,10,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Philanthropy + Lookalikes (18-39),18-24,male,ggwc_emotional_set_3 (1).mp4,3,3,1,,,,0.00,0,,,,0,0,0,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),18-24,unknown,New Giving Guide Video Ad Filmed Factual Short.m4v,2,2,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),18-24,unknown,"cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v",1,1,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),18-24,male,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,1,1,1,,,,0.01,10.02622899,,,,0,0,10.02622899,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),18-24,unknown,gg_factual_short.mp4,1,1,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),18-24,unknown,gg_factual_short.mp4,1,1,1,,,,0.02,20.13395229,,,,0,0,20.13395229,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),18-24,female,"cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v",2,2,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),18-24,male,"cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v",2,2,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),18-24,female,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,4,4,1,,,,0.03,7.5,,,,0,0,7.5,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),18-24,female,ggwc_emotional_set_2 (1).mp4,144,163,1.131944444,,,,2.06,12.64305091,,,,0,0,14.31123124,21,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),18-24,male,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,1,1,1,,,,0.04,40.26790457,,,,0,0,40.26790457,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),18-24,female,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,1,1,1,,,,0.03,30,,,,0,0,30,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Climate Change (Emotional V3),18-24,female,New Giving Guide Video Ad Filmed Emotional - Climate Change.m4v,1,1,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),18-24,male,ggwc_emotional_set_2 (1).mp4,76,83,1.092105263,,,,1.19,14.34303769,,,,1,1.20481928,15.66410695,8,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),18-24,female,New Giving Guide Video Ad Filmed Factual Short.m4v,125,133,1.064,,,,1.07,8.04511278,,,,1,0.7518797,8.56,17,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),18-24,female,"cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v",18,20,1.111111111,,,,0.15,7.5,,,,1,5,8.33333333,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),18-24,female,gg_factual_short.mp4,1736,2062,1.187788018,On-Facebook Leads,2,8.00,16.00,7.75945684,6,2.66666667,0.290979631,21,1.01842871,9.21658986,387,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Global Poverty (Factual V3),18-24,unknown,"cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v",1,1,1,,,,0.00,0,,,,0,0,0,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),18-24,male,"cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v",23,23,1,,,,0.25,10.86956522,,,,0,0,10.86956522,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),18-24,male,gg_factual_short.mp4,22,27,1.227272727,,,,0.31,11.48148148,,,,0,0,14.09090909,6,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),18-24,female,gg_factual_short.mp4,40,54,1.35,,,,1.10,20.37037037,1,1.1,1.851851852,2,3.7037037,27.5,18,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),18-24,male,New Giving Guide Video Ad Filmed Factual Short.m4v,74,77,1.040540541,On-Facebook Leads,1,0.85,0.85,11.03896104,1,0.85,1.298701299,3,3.8961039,11.48648649,11,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Philanthropy + Lookalikes (18-39),18-24,female,ggwc_emotional_set_2 (1).mp4,1,1,1,,,,0.00,0,,,,0,0,0,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Climate Change (Emotional V3),18-24,male,ggwc_emotional_set_2 (1).mp4,1,1,1,,,,0.01,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),18-24,unknown,gg_factual_short.mp4,152,173,1.138157895,,,,1.53,8.84393064,,,,0,0,10.06578947,23,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Philanthropy (Emotional V3),18-24,female,New Giving Guide Video Ad Filmed Emotional - Animals.m4v,2,2,1,,,,0.02,10.00754324,,,,0,0,10.00754324,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),18-24,male,gg_factual_short.mp4,1548,1789,1.155684755,On-Facebook Leads,3,4.76,14.27,7.9765232,5,2.854,0.279485746,13,0.72666294,9.21834625,304,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),18-24,female,gg_factual_short.mp4,2820,3289,1.166312057,,,,30.00,9.12131347,6,5,0.182426269,16,0.48647005,10.63829787,496,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),18-24,male,gg_factual_short.mp4,5,5,1,,,,0.09,18.04721218,1,0.09023606,20,2,40,18.04721218,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),18-24,female,gg_factual_short.mp4,1776,1970,1.109234234,On-Facebook Leads,2,10.89,21.78,11.05693304,4,5.44553952,0.203045685,11,0.55837563,12.26472865,339,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),18-24,unknown,gg_factual_short.mp4,4,4,1,,,,0.11,27.62214159,,,,0,0,27.62214159,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),18-24,female,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,4,4,1,,,,0.03,7.51967174,,,,0,0,7.51967174,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),18-24,female,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,8,8,1,,,,0.27,33.75,,,,0,0,33.75,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),18-24,female,"cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v",12,12,1,,,,0.12,10,,,,0,0,10,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Philanthropy + Lookalikes (18-39),18-24,female,ggwc_emotional_set_1 (1).mp4,97,102,1.051546392,,,,1.96,19.21568627,1,1.96,0.980392157,1,0.98039216,20.20618557,11,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty (18-39),18-24,female,gg_factual_short.mp4,1,1,1,,,,0.05,50,1,0.05,100,1,100,50,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),18-24,female,Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_2 (1).mp4,1,1,1,,,,0.10,100.0396747,,,,0,0,100.0396747,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),18-24,female,ggwc_emotional_set_2 (1).mp4,1,1,1,,,,0.02,20.00793493,,,,0,0,20.00793493,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),18-24,unknown,ggwc_emotional_set_2 (1).mp4,1,1,1,,,,0.05,50.01983733,,,,0,0,50.01983733,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Lookalikes (Factual V3),18-24,male,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,1,1,1,,,,0.05,50,,,,0,0,50,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Lookalikes (Factual V3),18-24,male,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,1,1,1,,,,0.02,20,,,,0,0,20,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Retargeting (Emotional V3),18-24,female,New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v,3,6,2,,,,0.05,8.33333333,,,,0,0,16.66666667,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Lookalikes (Factual V3),18-24,female,"cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v",2,2,1,,,,0.11,55,,,,0,0,55,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Lookalikes (Factual V3),18-24,male,"cropped_4X5_(x, y)_(0, 394)_width_1080px_height_1354px_New Giving Guide Video Ad Filmed Factual Short.m4v",1,2,2,,,,0.06,30,,,,0,0,60,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Lookalikes (Factual V3),18-24,female,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,1,1,1,,,,0.01,10,,,,0,0,10,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Retargeting (Emotional V3),18-24,female,ggwc_emotional_set_1 (1).mp4,2,2,1,,,,0.03,15,,,,0,0,15,1,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),18-24,female,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,1,1,1,,,,0.01,10.04441512,,,,0,0,10.04441512,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),18-24,female,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,1,1,1,,,,0.02,20.08883024,,,,0,0,20.08883024,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Lookalikes (Factual V3),18-24,unknown,gg_factual_short.mp4,4,4,1,,,,0.21,52.5,,,,0,0,52.5,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Lookalikes (Factual V3),18-24,female,New Giving Guide Video Ad Filmed Factual Short.m4v,4,4,1,On-Facebook Leads,1,0.07,0.07,17.5,1,0.07,25,2,50,17.5,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Lookalikes (Factual V3),18-24,male,New Giving Guide Video Ad Filmed Factual Short.m4v,6,6,1,,,,0.12,20,,,,1,16.66666667,20,2,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),18-24,female,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,2,2,1,,,,0.23,115.7702256,,,,1,50,115.7702256,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Retargeting (Factual V2),18-24,male,gg_factual_short.mp4,3,8,2.666666667,,,,0.09,11.25,,,,0,0,30,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
